! 0.00044376832375
" 0.00186760730272
# 0.00002685731404
$ 0.00013542865394
% 0.00009730644991
& 0.00009253400772
' 0.00257206655459
( 0.00090747724571
) 0.00092020758046
* 0.00005483607174
+ 0.00007015788158
, 0.00990556038662
- 0.00258460654206
. 0.01080277722561
/ 0.00027863173316
0 0.00182839576181
1 0.00160014184588
2 0.00118218507277
3 0.00061484925368
4 0.00051835693975
5 0.00065541386565
6 0.00043040961362
7 0.00038266913830
8 0.00040040354267
9 0.00053627939806
: 0.00072022826318
; 0.00024337849847
< 0.00000977651181
= 0.00003506747409
> 0.00004353907498
? 0.00052483562749
@ 0.00002213303201
a 0.07843411048316
b 0.01473980352761
c 0.03051542194513
d 0.03579317196903
e 0.11580802951497
f 0.02102672440806
g 0.02017172338642
h 0.04506515568104
i 0.07021023855439
j 0.00172077615835
k 0.00790800322113
l 0.04079957849680
m 0.02393929473712
n 0.06695141504551
o 0.07514122169012
p 0.02068951616433
q 0.00101014552639
r 0.05958140664135
s 0.06327735925238
t 0.08792357858273
u 0.02844384720550
v 0.01055039736452
w 0.01774399970143
x 0.00212457384539
y 0.01896943259490
z 0.00095318811442


!! 0.00002000660968
!" 0.00002551399840
!# 0.00000000289406
!$ 0.00000000289406
!& 0.00000000578811
!' 0.00000058170527
!( 0.00000008103357
!) 0.00002134076953
!* 0.00000002025839
!, 0.00000130521929
!- 0.00000006945735
!. 0.00000226025780
!/ 0.00000000289406
!3 0.00000000289406
!: 0.00000023441854
!; 0.00000046883708
!< 0.00000000289406
!? 0.00000285932741
!a 0.00000068589129
!b 0.00000015627903
!c 0.00000024888882
!d 0.00000006077518
!e 0.00000010418602
!f 0.00000005209301
!g 0.00000003183462
!h 0.00000049198953
!i 0.00000057012905
!j 0.00000003183462
!k 0.00000001157622
!l 0.00000005209301
!m 0.00000010129196
!n 0.00000006077518
!o 0.00000008971574
!p 0.00000007235140
!r 0.00000008682168
!s 0.00000099555529
!t 0.00000052382415
!u 0.00000001447028
!v 0.00000002025839
!w 0.00000023441854
!y 0.00000005498707
!z 0.00000000868217
"! 0.00000024599477
"" 0.00000027782938
"# 0.00000033860456
"$ 0.00000028940561
"% 0.00000014759686
