  0.00000053721215
! 0.00088854889329
" 0.00104165435555
# 0.00000429769719
$ 0.00001128145511
% 0.00001611636445
& 0.00000590933363
' 0.00736410412891
( 0.00013752630996
) 0.00013860073426
* 0.00000752097008
+ 0.00000483490933
, 0.01391862955032
- 0.00138493291832
. 0.01619855790771
/ 0.00001611636445
0 0.00028418522645
1 0.00019823128272
2 0.00010529358107
3 0.00006446545780
4 0.00004405139616
5 0.00007091200358
6 0.00004620024475
7 0.00004996072979
8 0.00005587006342
9 0.00009884703529
: 0.00045125820457
; 0.00052754232963
< 0.00000214884859
= 0.00001826521304
> 0.00000268606074
? 0.00138170964543
[ 0.00000805818222
\ 0.00000483490933
] 0.00000805818222
_ 0.00001235587941
a 0.07382100735873
b 0.01491086038823
c 0.02213314050999
d 0.03564617488834
e 0.11807170922640
f 0.01993594282344
g 0.02058758115933
h 0.05175716721588
i 0.06791704584891
j 0.00153588953199
k 0.00943290811201
l 0.04050740761831
m 0.02526508733458
n 0.06686088676535
o 0.07841148516596
p 0.01557646623998
q 0.00068548270123
r 0.05285361721056
s 0.05811775905176
t 0.08914444667686
u 0.03105354823252
v 0.01064217265784
w 0.02309528746759
x 0.00126889509429
y 0.02544183013137
z 0.00074081555251
{ 0.00000590933363
} 0.00000537212148


!! 0.00000417348916
!" 0.00005495094063
!' 0.00000973814138
!) 0.00000208674458
!. 0.00000069558153
!? 0.00000556465222
"! 0.00000486907069
") 0.00000417348916
", 0.00001808511970
". 0.00002712767955
"/ 0.00000069558153
"0 0.00000069558153
"; 0.00000486907069
"? 0.00000556465222
"\ 0.00000069558153
"a 0.00003825698399
"b 0.00002295419039
"c 0.00001947628276
"d 0.00002712767955
"e 0.00000973814138
"f 0.00002364977192
"g 0.00002504093497
"h 0.00003686582093
"i 0.00010990188127
"j 0.00000556465222
"k 0.00000208674458
"l 0.00001808511970
"m 0.00002643209803
"n 0.00003060558719
"o 0.00002851884261
"p 0.00001252046749
"r 0.00001599837512
"s 0.00003825698399
"t 0.00007303606034
"u 0.00000626023374
"v 0.00000139116305
"w 0.00006747140812
"y 0.00003130116872
"z 0.00000069558153
## 0.00000139116305
#' 0.00000069558153
#1 0.00000069558153
#2 0.00000139116305
#_ 0.00000069558153
#s 0.00000069558153
$1 0.00000486907069
$2 0.00000278232611
$4 0.00000139116305
$5 0.00000347790764
$6 0.00000069558153
$7 0.00000069558153
$8 0.00000069558153
%) 0.00000208674458
%, 0.00000069558153
%. 0.00000139116305
%s 0.00000069558153
&d 0.00000139116305
&p 0.00000139116305
'! 0.00000278232611
'( 0.00000139116305
', 0.00002573651650
'. 0.00002017186428
'5 0.00000069558153
'6 0.00000139116305
'7 0.00000139116305
'8 0.00000347790764
'? 0.00000347790764
'] 0.00000069558153
'a 0.00001391163054
'b 0.00001112930443
'c 0.00013216049013
'd 0.00032274982854
'e 0.00005008186995
'f 0.00000347790764
'g 0.00000278232611
'h 0.00000556465222
'i 0.00002364977192
'k 0.00000208674458
'l 0.00062950128196
'm 0.00090077807750
'n 0.00001321604901
'o 0.00000139116305
'p 0.00000278232611
'r 0.00106076182871
's 0.00301186801201
't 0.00236915068104
'u 0.00000069558153
'v 0.00064132616792
'w 0.00000347790764
'y 0.00000486907069
(" 0.00000626023374
(% 0.00000069558153
(& 0.00000139116305
(( 0.00000208674458
() 0.00000695581527
(1 0.00000208674458
(6 0.00000069558153
(7 0.00000069558153
(8 0.00000139116305
